FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID,Column1
AHF,202506_0030,1,30,0,30,101010,JE,45723,-216,DME AR Variance 06            ,USD,0,-10523,GL,06/30/2025,               ,30002,     ,N21501,143803431,Global Ledger Transaction Interface created
AHF,202506_0030,2,30,0,30,101010,JE,45664,-142,Brightree Journal Export ARAdj,USD,0,-97610.53,GL,06/30/2025,               ,30002,     ,N103039,143621276,Global Ledger Transaction Interface created
AHF,202506_0030,3,30,0,30,101010,JE,45664,-141,Brightree Journal Export ARAdj,USD,0,-159873.1,GL,06/30/2025,               ,30002,     ,N103038,143621275,Global Ledger Transaction Interface created
AHF,202506_0030,4,30,0,30,101010,JE,45664,-140,Brightree Journal Export ARAdj,USD,0,-48531.69,GL,06/30/2025,               ,30002,     ,N103037,143621274,Global Ledger Transaction Interface created
AHF,202506_0030,5,30,0,30,101010,JE,45664,-139,Brightree Journal Export ARAdj,USD,0,-36224.05,GL,06/30/2025,               ,30002,     ,N103036,143621273,Global Ledger Transaction Interface created
AHF,202506_0030,6,30,0,30,101010,JE,45664,-138,Brightree Journal Export ARAdj,USD,0,-536221.6,GL,06/30/2025,               ,30002,     ,N103035,143621272,Global Ledger Transaction Interface created
AHF,202506_0030,7,30,0,30,101010,JE,45664,-134,Brightree Journal Export ARPmt,USD,0,-50247.13,GL,06/30/2025,               ,30002,     ,N103031,143621268,Global Ledger Transaction Interface created
AHF,202506_0030,8,30,0,30,101010,JE,45664,-133,Brightree Journal Export ARPmt,USD,0,-95920.55,GL,06/30/2025,               ,30002,     ,N103030,143621267,Global Ledger Transaction Interface created
AHF,202506_0030,9,30,0,30,101010,JE,45664,-132,Brightree Journal Export ARPmt,USD,0,-38535.19,GL,06/30/2025,               ,30002,     ,N103029,143621266,Global Ledger Transaction Interface created
AHF,202506_0030,10,30,0,30,101010,JE,45664,-131,Brightree Journal Export ARPmt,USD,0,-29560.56,GL,06/30/2025,               ,30002,     ,N103028,143621265,Global Ledger Transaction Interface created
AHF,202506_0030,11,30,0,30,101010,JE,45664,-130,Brightree Journal Export ARPmt,USD,0,-258291.52,GL,06/30/2025,               ,30002,     ,N103027,143621264,Global Ledger Transaction Interface created
AHF,202506_0030,12,30,0,30,101010,JE,45664,-118,Brightree Journal Export ARRev,USD,0,143211.18,GL,06/30/2025,               ,30002,     ,N103015,143621252,Global Ledger Transaction Interface created
AHF,202506_0030,13,30,0,30,101010,JE,45664,-117,Brightree Journal Export ARRev,USD,0,265737.41,GL,06/30/2025,               ,30002,     ,N103014,143621251,Global Ledger Transaction Interface created
AHF,202506_0030,14,30,0,30,101010,JE,45664,-116,Brightree Journal Export ARRev,USD,0,86127.18,GL,06/30/2025,               ,30002,     ,N103013,143621250,Global Ledger Transaction Interface created
AHF,202506_0030,15,30,0,30,101010,JE,45664,-115,Brightree Journal Export ARRev,USD,0,804554.3,GL,06/30/2025,               ,30002,     ,N103012,143621249,Global Ledger Transaction Interface created
AHF,202506_0030,16,30,0,30,101010,JE,45664,-114,Brightree Journal Export ARRev,USD,0,66164.82,GL,06/30/2025,               ,30002,     ,N103011,143621248,Global Ledger Transaction Interface created
AHF,202506_0030,17,30,0,30,101010,AD,06/18/2025,   3128710-545-3,999383448AMY LIOSSIS          ,USD,0,195,AP,06/26/2025,               ,30002,     ,N54503,143583905,Global Ledger Transaction Interface created
AHF,202506_0030,18,30,0,30,101010,AD,45996,   3114465-261-2,999381852THE RAWLINGS COMPANY ,USD,0,-600,AP,06/13/2025,               ,30002,     ,N26102,143479590,Global Ledger Transaction Interface created
AHF,202506_0030,19,30,0,30,101010,AD,45751,   3102764-223-4,    25802HUMANA INSURANCE     ,USD,0,-76.86,AP,45997,               ,30002,     ,N22304,143433048,Global Ledger Transaction Interface created
AHF,202506_0030,20,30,0,30,101010,AD,05/30/2025,   3121069-85-20,999382315PAULA BARTHOLOMEW    ,USD,0,248.65,AP,45783,               ,30002,     ,N85020,143300463,Global Ledger Transaction Interface created
AHF,202506_0030,21,30,0,30,101010,AD,45936,   3125759-361-53,999383239ROBIN FOWLER         ,USD,0,300,AP,06/19/2025,               ,30002,     ,N361053,143538188,Global Ledger Transaction Interface created
AHF,202506_0030,22,30,0,30,101010,AD,05/29/2025,   3122143-138-2,999382459BRYON KOVALASKE      ,USD,0,341.64,AP,45783,               ,30002,     ,N13802,143339011,Global Ledger Transaction Interface created
AHF,202506_0030,23,30,0,30,101010,AD,45936,   3125760-361-54,999383240THOMAS J HURDY JR   ,USD,0,639,AP,06/19/2025,               ,30002,     ,N361054,143538189,Global Ledger Transaction Interface created
AHF,202506_0030,24,30,0,30,101010,AD,06/16/2025,   3127357-462-7,999383369GAVER JEFF           ,USD,0,300,AP,06/23/2025,               ,30002,     ,N46207,143564312,Global Ledger Transaction Interface created
AHF,202506_0030,25,30,0,30,101010,AD,06/16/2025,   3125761-361-55,999383241NEIDIG RONALD        ,USD,0,300,AP,06/19/2025,               ,30002,     ,N361055,143538190,Global Ledger Transaction Interface created
AHF,202506_0030,26,30,0,30,101065,JE,07/21/2025,-166,Consolidated Tax Q2           ,USD,0,-411819,GL,06/30/2025,               ,30002,     ,I16501,144170709,Global Ledger Transaction Interface created
AHF,202506_0030,27,30,0,30,102230,JE,45723,-211,DME-INF Allowances 06         ,USD,0,13805,GL,06/30/2025,               ,30002,     ,N21001,143803185,Global Ledger Transaction Interface created
AHF,202506_0030,28,30,0,30,105110,ZB,05/25/2025,GL190-3-5311,Auto Offset From Zone 10      ,USD,0,-1102.24,PR,06/14/2025,               ,30002,     ,I305311,143526200,Global Ledger Transaction Interface created
AHF,202506_0030,29,30,0,30,105110,ZB,45663,GL190-700006-24,Auto Offset From Zone 10      ,USD,0,-509.98,AP,06/13/2025,               ,30002,     ,I700006024,143500003,Global Ledger Transaction Interface created
AHF,202506_0030,30,30,0,30,105110,ZB,45664,GL190-24-66,Auto Offset From Zone 10      ,USD,0,-704.45,GL,06/30/2025,               ,30002,     ,I24066,143626310,Global Ledger Transaction Interface created
AHF,202506_0030,31,30,0,30,105110,ZB,06/23/2025,GL190-19-5113,Auto Offset From Zone 10      ,USD,0,-134.03,IC,06/23/2025,               ,30002,     ,I1905113,143749184,Global Ledger Transaction Interface created
AHF,202506_0030,32,30,0,30,105110,ZB,45753,GL190-74-1223,Auto Offset From Zone 10      ,USD,0,171.97,GL,45663,               ,30002,     ,R7401223,143473010,Global Ledger Transaction Interface created
AHF,202506_0030,33,30,0,30,105110,ZB,05/31/2025,GL190-6-1225,Auto Offset From Zone 10      ,USD,0,-171.97,PR,45663,               ,30002,     ,R601225,143475883,Global Ledger Transaction Interface created
AHF,202506_0030,34,30,0,30,105110,ZB,05/31/2025,GL190-1-2254,Auto Offset From Zone 10      ,USD,0,49.4,PO,45663,               ,30002,     ,R102254,143475562,Global Ledger Transaction Interface created
AHF,202506_0030,35,30,0,30,105110,ZB,45906,GL190-132-7,Auto Offset To Zone 10        ,USD,0,-718.83,AP,45906,               ,30002,     ,N13207,143386202,Global Ledger Transaction Interface created
AHF,202506_0030,36,30,0,30,105110,ZB,05/19/2025,GL190-78-137,Auto Offset From Zone 10      ,USD,0,-60.92,AP,45753,               ,30002,     ,N780137,143371927,Global Ledger Transaction Interface created
AHF,202506_0030,37,30,0,30,105110,ZB,45694,GL190-2-2529,Auto Offset From Zone 10      ,USD,0,-80.91,IC,45694,               ,30002,     ,I202529,143741342,Global Ledger Transaction Interface created
