FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID,Column1
AHF,202503_0030,1,30,0,30,101010,JE,45720,-217,DME INF Allowances 03         ,USD,0,29320,GL,03/31/2025,               ,30002,     ,N21601,142160368,Global Ledger Transaction Interface created
AHF,202503_0030,2,30,0,30,101010,AD,45964,   3095982-340-71,999379054Thomas Abraham       ,USD,0,168.3,AP,03/19/2025,               ,30002,     ,N340071,141876846,Global Ledger Transaction Interface created
AHF,202503_0030,3,30,0,30,101010,JE,45661,-149,Brightree Journal Export ARAdj,USD,0,-122370.19,GL,03/31/2025,               ,30002,     ,N112037,142115865,Global Ledger Transaction Interface created
AHF,202503_0030,4,30,0,30,101010,JE,45661,-148,Brightree Journal Export ARAdj,USD,0,-180457.22,GL,03/31/2025,               ,30002,     ,N112036,142115864,Global Ledger Transaction Interface created
AHF,202503_0030,5,30,0,30,101010,JE,45661,-147,Brightree Journal Export ARAdj,USD,0,-66734.62,GL,03/31/2025,               ,30002,     ,N112035,142115863,Global Ledger Transaction Interface created
AHF,202503_0030,6,30,0,30,101010,JE,45661,-146,Brightree Journal Export ARAdj,USD,0,-43588.58,GL,03/31/2025,               ,30002,     ,N112034,142115862,Global Ledger Transaction Interface created
AHF,202503_0030,7,30,0,30,101010,JE,45661,-145,Brightree Journal Export ARAdj,USD,0,-580686.81,GL,03/31/2025,               ,30002,     ,N112033,142115861,Global Ledger Transaction Interface created
AHF,202503_0030,8,30,0,30,101010,JE,45661,-141,Brightree Journal Export ARPmt,USD,0,-58201.96,GL,03/31/2025,               ,30002,     ,N112029,142115857,Global Ledger Transaction Interface created
AHF,202503_0030,9,30,0,30,101010,JE,45661,-140,Brightree Journal Export ARPmt,USD,0,-111600.28,GL,03/31/2025,               ,30002,     ,N112028,142115856,Global Ledger Transaction Interface created
AHF,202503_0030,10,30,0,30,101010,JE,45661,-139,Brightree Journal Export ARPmt,USD,0,-36486.31,GL,03/31/2025,               ,30002,     ,N112027,142115855,Global Ledger Transaction Interface created
AHF,202503_0030,11,30,0,30,101010,JE,45661,-138,Brightree Journal Export ARPmt,USD,0,-45811.82,GL,03/31/2025,               ,30002,     ,N112026,142115854,Global Ledger Transaction Interface created
AHF,202503_0030,12,30,0,30,101010,JE,45661,-137,Brightree Journal Export ARPmt,USD,0,-268189.97,GL,03/31/2025,               ,30002,     ,N112025,142115853,Global Ledger Transaction Interface created
AHF,202503_0030,13,30,0,30,101010,JE,45661,-126,Brightree Journal Export ARRev,USD,0,179739.48,GL,03/31/2025,               ,30002,     ,N112014,142115842,Global Ledger Transaction Interface created
AHF,202503_0030,14,30,0,30,101010,JE,45661,-125,Brightree Journal Export ARRev,USD,0,287371.4,GL,03/31/2025,               ,30002,     ,N112013,142115841,Global Ledger Transaction Interface created
AHF,202503_0030,15,30,0,30,101010,JE,45661,-124,Brightree Journal Export ARRev,USD,0,96424.03,GL,03/31/2025,               ,30002,     ,N112012,142115840,Global Ledger Transaction Interface created
AHF,202503_0030,16,30,0,30,101010,JE,45661,-123,Brightree Journal Export ARRev,USD,0,816606.19,GL,03/31/2025,               ,30002,     ,N112011,142115839,Global Ledger Transaction Interface created
AHF,202503_0030,17,30,0,30,101010,JE,45661,-122,Brightree Journal Export ARRev,USD,0,91057.29,GL,03/31/2025,               ,30002,     ,N112010,142115838,Global Ledger Transaction Interface created
AHF,202503_0030,18,30,0,30,101010,AD,03/13/2025,   3096202-366-20,999379080BEVILACQUA JULIE    ,USD,0,39.69,AP,03/19/2025,               ,30002,     ,N366020,141884217,Global Ledger Transaction Interface created
AHF,202503_0030,19,30,0,30,101010,AD,03/13/2025,   3096169-366-19,999379057JANICE MILLER        ,USD,0,171.98,AP,03/19/2025,               ,30002,     ,N366019,141884216,Global Ledger Transaction Interface created
AHF,202503_0030,20,30,0,30,101010,AD,03/13/2025,   3096168-366-18,999379056MARK MILLER          ,USD,0,116.38,AP,03/19/2025,               ,30002,     ,N366018,141884215,Global Ledger Transaction Interface created
AHF,202503_0030,21,30,0,30,101010,AD,03/13/2025,   3096167-366-17,999379055JOCYE PASSALACQUA    ,USD,0,86.96,AP,03/19/2025,               ,30002,     ,N366017,141884214,Global Ledger Transaction Interface created
AHF,202503_0030,22,30,0,30,101010,AD,45750,   3092148-115-9,999378186MELISSA SOLES        ,USD,0,37.07,AP,45811,               ,30002,     ,N11509,141532267,Global Ledger Transaction Interface created
AHF,202503_0030,23,30,0,30,101010,AD,02/25/2025,   3091006-51-3,999378158JOHN GOTCHALL        ,USD,0,300,AP,45719,               ,30002,     ,N5103,141501224,Global Ledger Transaction Interface created
AHF,202503_0030,24,30,0,30,101010,AD,02/25/2025,   3090636-35-7,999378151Laura Palomba        ,USD,0,210,AP,45719,               ,30002,     ,N3507,141472178,Global Ledger Transaction Interface created
AHF,202503_0030,25,30,0,30,101065,JE,04/18/2025,-344,Consolidated Tax Entry        ,USD,0,16321.92,GL,03/31/2025,               ,30002,     ,N34301,142454828,Global Ledger Transaction Interface created
AHF,202503_0030,26,30,0,30,102230,JE,45842,-300,DME Allowances 03             ,USD,0,19751.21,GL,03/31/2025,               ,30002,     ,N29901,142246513,Global Ledger Transaction Interface created
AHF,202503_0030,27,30,0,30,102230,JE,45842,-251,DME Allowances 03             ,USD,0,14520,GL,03/31/2025,               ,30002,     ,N25001,142195951,Global Ledger Transaction Interface created
AHF,202503_0030,28,30,0,30,102230,JE,45720,-221,DME INF Allowances 03         ,USD,0,35664.99,GL,03/31/2025,               ,30002,     ,N21605,142160372,Global Ledger Transaction Interface created
AHF,202503_0030,29,30,0,30,105110,ZB,03/26/2025,GL190-8-546,Auto Offset From Zone 10      ,USD,0,-12925.99,GL,03/31/2025,               ,30002,     ,I80546,141946339,Global Ledger Transaction Interface created
AHF,202503_0030,30,30,0,30,105110,ZB,03/27/2025,GL190-509-7,Auto Offset To Zone 10        ,USD,0,-3293.44,AP,03/27/2025,               ,30002,     ,N50907,141961438,Global Ledger Transaction Interface created
AHF,202503_0030,31,30,0,30,105110,ZB,03/27/2025,GL190-505-5,Auto Offset To Zone 10        ,USD,0,-833.95,AP,03/27/2025,               ,30002,     ,N50505,141961228,Global Ledger Transaction Interface created
AHF,202503_0030,32,30,0,30,105110,ZB,03/27/2025,GL190-14-869,Auto Offset From Zone 10      ,USD,0,-957.43,GL,03/31/2025,               ,30002,     ,I140869,141961871,Global Ledger Transaction Interface created
AHF,202503_0030,33,30,0,30,105110,ZB,03/28/2025,GL190-9-8451,Auto Offset From Zone 10      ,USD,0,-41028.61,PR,03/28/2025,               ,30002,     ,I908451,141941828,Global Ledger Transaction Interface created
AHF,202503_0030,34,30,0,30,105110,ZB,45719,GL190-8-5329,Auto Offset From Zone 10      ,USD,0,-2764.74,PR,03/22/2025,               ,30002,     ,I805329,141941774,Global Ledger Transaction Interface created
AHF,202503_0030,35,30,0,30,105110,ZB,03/25/2025,GL190-7-164,Auto Offset From Zone 10      ,USD,0,186.53,GL,03/28/2025,               ,30002,     ,I70164,141941666,Global Ledger Transaction Interface created
AHF,202503_0030,36,30,0,30,105110,ZB,03/31/2025,GL190-4-7420,Auto Offset From Zone 10      ,USD,0,5437.9,PR,03/31/2025,               ,30002,     ,I407420,141922712,Global Ledger Transaction Interface created
AHF,202503_0030,37,30,0,30,105110,ZB,45841,GL190-97-15,Auto Offset To Zone 10        ,USD,0,-30568.6,AP,45841,               ,30002,     ,N97015,141709343,Global Ledger Transaction Interface created
AHF,202503_0030,38,30,0,30,105110,ZB,45811,GL190-72-5,Auto Offset To Zone 10        ,USD,0,-2808.23,AP,45811,               ,30002,     ,N7205,141697475,Global Ledger Transaction Interface created
AHF,202503_0030,39,30,0,30,105110,ZB,45750,GL190-56-1158,Auto Offset From Zone 10      ,USD,0,24.08,GL,45660,               ,30002,     ,R5601158,141832979,Global Ledger Transaction Interface created
AHF,202503_0030,40,30,0,30,105110,ZB,01/31/2025,GL190-26-59,Auto Offset From Zone 10      ,USD,0,-25.32,AP,03/31/2025,               ,30002,     ,I26059,141671768,Global Ledger Transaction Interface created
AHF,202503_0030,41,30,0,30,105110,ZB,45296,GL190-25-295,Auto Offset From Zone 10      ,USD,0,-71.67,AP,45994,               ,30002,     ,I250295,141669796,Global Ledger Transaction Interface created
AHF,202503_0030,42,30,0,30,105110,ZB,03/31/2025,GL190-5-1673,Auto Offset From Zone 10      ,USD,0,48.15,PR,03/31/2025,               ,30002,     ,I501673,141922769,Global Ledger Transaction Interface created
AHF,202503_0030,43,30,0,30,105110,ZB,03/24/2025,GL190-431-9,Auto Offset To Zone 10        ,USD,0,-42485.56,AP,03/24/2025,               ,30002,     ,N43109,141903021,Global Ledger Transaction Interface created
AHF,202503_0030,44,30,0,30,105110,ZB,45750,GL190-62-74,Auto Offset From Zone 10      ,USD,0,-562.51,AP,03/24/2025,               ,30002,     ,I62074,141905701,Global Ledger Transaction Interface created
